Customer_ID,Signup_Date,Plan,Customer_Segment,City,State,Acquisition_Channel,Monthly_Revenue_INR,Subscription_Status,Churn_Date,Usage_Hours,Support_Tickets
CUST-0250,2025-09-27,Basic,SMB,Mumbai,Maharashtra,Google Ads,1200,Active,,25.0,0
CUST-0251,2025-04-24,Basic,SMB,Pune,Maharashtra,LinkedIn,1000,Active,,18.7,0
CUST-0252,2025-09-16,Pro,Startup,Bhopal,Madhya Pradesh,Google Ads,5100,Churned,2025-11-10,22.4,6
CUST-0253,2023-02-05,Pro,SMB,Indore,Madhya Pradesh,LinkedIn,12500,Churned,2023-09-10,21.9,5
CUST-0254,2024-01-29,Pro,Startup,Kochi,Kerala,Organic,8200,Churned,2025-04-08,19.4,5
CUST-0255,2024-04-07,Basic,SMB,Pune,Maharashtra,Google Ads,2300,Active,,7.8,6
CUST-0256,2025-02-11,Pro,Startup,Bengaluru,Karnataka,LinkedIn,5700,Active,,50.4,5
CUST-0257,2023-07-15,Enterprise,Enterprise,Chennai,Tamil Nadu,Organic,70400,Active,,121.3,0
CUST-0258,2023-06-02,Pro,Startup,Bhopal,Madhya Pradesh,Google Ads,5300,Churned,2025-11-08,14.0,5
CUST-0259,2023-10-23,Pro,SMB,Chandigarh,Chandigarh,Sales,7400,Active,,36.8,6
CUST-0260,2024-11-10,Basic,SMB,Pune,Maharashtra,Google Ads,1700,Churned,2025-07-11,10.8,3
CUST-0261,2024-11-28,Pro,SMB,Surat,Gujarat,Referral,11300,Active,,64.4,7
CUST-0262,2025-10-01,Basic,SMB,Chandigarh,Chandigarh,Referral,2400,Active,,16.4,4
CUST-0263,2024-05-19,Pro,Startup,Gurugram,Haryana,Referral,11400,Active,,71.8,5
CUST-0264,2025-01-08,Basic,Startup,Ahmedabad,Gujarat,Referral,1600,Churned,2025-03-13,9.1,9
CUST-0265,2025-11-15,Basic,Startup,Kochi,Kerala,Google Ads,2200,Active,,14.7,6
CUST-0266,2023-01-26,Basic,Startup,Pune,Maharashtra,LinkedIn,2100,Active,,34.3,8
CUST-0267,2023-12-14,Pro,Startup,Kolkata,West Bengal,Referral,9000,Churned,2024-06-22,18.5,8
CUST-0268,2024-09-05,Pro,Startup,Kolkata,West Bengal,Sales,10900,Active,,61.6,3
CUST-0269,2025-07-26,Basic,Startup,Chandigarh,Chandigarh,Referral,2300,Active,,30.9,7
CUST-0270,2024-11-16,Basic,SMB,Surat,Gujarat,Organic,1700,Active,,25.9,7
CUST-0271,2024-10-05,Basic,Startup,Jaipur,Rajasthan,Referral,2400,Active,,34.0,3
CUST-0272,2024-10-29,Basic,SMB,Chandigarh,Chandigarh,Referral,2200,Churned,2025-08-24,8.8,10
CUST-0273,2023-02-25,Enterprise,Enterprise,Hyderabad,Telangana,Referral,44100,Active,,60.4,6
CUST-0274,2025-10-19,Basic,Startup,Kolkata,West Bengal,Google Ads,2500,Active,,16.3,7
CUST-0275,2025-09-08,Pro,SMB,Indore,Madhya Pradesh,Google Ads,11500,Active,,69.1,8
CUST-0276,2023-06-24,Basic,Startup,Kochi,Kerala,Organic,2300,Churned,2025-05-04,27.7,8
CUST-0277,2024-11-10,Enterprise,Enterprise,Bengaluru,Karnataka,Organic,39500,Active,,127.8,3
CUST-0278,2025-07-01,Basic,Startup,Visakhapatnam,Andhra Pradesh,Google Ads,1300,Active,,5.7,1
CUST-0279,2024-08-28,Basic,Enterprise,Delhi,Delhi,LinkedIn,2500,Churned,2025-02-23,15.0,5
CUST-0280,2025-12-03,Pro,SMB,Coimbatore,Tamil Nadu,LinkedIn,8700,Active,,41.0,1
CUST-0281,2023-02-16,Pro,SMB,Noida,Uttar Pradesh,Sales,11100,Active,,32.2,2
CUST-0282,2024-11-08,Pro,Enterprise,Chennai,Tamil Nadu,LinkedIn,10200,Active,,64.8,6
CUST-0283,2025-03-21,Basic,SMB,Hyderabad,Telangana,Referral,1900,Active,,26.1,3
CUST-0284,2024-07-24,Pro,Enterprise,Pune,Maharashtra,Google Ads,11500,Active,,33.1,5
CUST-0285,2024-02-08,Pro,Startup,Nagpur,Maharashtra,Google Ads,10200,Active,,47.2,6
CUST-0286,2023-08-22,Basic,SMB,Surat,Gujarat,Organic,2400,Active,,13.9,1
CUST-0287,2023-10-02,Basic,Startup,Delhi,Delhi,Organic,2400,Churned,2024-11-22,17.9,4
CUST-0288,2025-02-24,Basic,Startup,Bhopal,Madhya Pradesh,Google Ads,2300,Active,,10.2,2
CUST-0289,2025-09-29,Basic,Startup,Coimbatore,Tamil Nadu,Google Ads,1700,Active,,19.5,3
CUST-0290,2025-02-25,Enterprise,Enterprise,Nagpur,Maharashtra,Referral,57200,Active,,176.0,7
CUST-0291,2023-12-09,Basic,Startup,Chennai,Tamil Nadu,Referral,1600,Churned,2024-10-19,8.4,9
CUST-0292,2025-10-11,Pro,Startup,Delhi,Delhi,Organic,9400,Active,,45.7,0
CUST-0293,2025-06-22,Pro,Enterprise,Delhi,Delhi,LinkedIn,10400,Active,,40.8,0
CUST-0294,2025-07-10,Basic,SMB,Pune,Maharashtra,Referral,1200,Active,,12.1,5
CUST-0295,2025-05-26,Basic,Startup,Hyderabad,Telangana,LinkedIn,1100,Active,,21.0,8
CUST-0296,2023-12-11,Basic,SMB,Ahmedabad,Gujarat,Google Ads,2100,Active,,25.4,1
CUST-0297,2023-10-05,Enterprise,Enterprise,Mumbai,Maharashtra,Sales,68000,Active,,179.9,3
CUST-0298,2023-10-27,Pro,Enterprise,Chandigarh,Chandigarh,Referral,9700,Active,,63.9,6
CUST-0299,2025-07-14,Basic,SMB,Pune,Maharashtra,Referral,1600,Active,,31.3,7
CUST-0300,2025-09-26,Basic,Startup,Pune,Maharashtra,LinkedIn,1900,Active,,25.9,1
